model_name,category,entity,product_name,intended_purpose,month,service_type,source_file
防务AI助理信息检索算法,信息检索类,中科雨辰科技有限公司,防务AI助理(小程序),应用于信息检索场景，根据自动化采集和归类安全公开的新闻资讯信息，为用户提供精准有效的信息搜索结果。,2024-10,algorithmic service,境内互联网信息服务算法备案清单（2024年10月）.docx
小红书排序精选类算法,排序精选类,行吟信息科技（上海）有限公司,小红书(APP),应用于榜单排序场景，根据用户在平台上的实时搜索行为和由用户互动形成的话题热度，综合判断事件热度形成小红书热点实时榜单。,2024-10,algorithmic service,境内互联网信息服务算法备案清单（2024年10月）.docx
宝宝云母婴平台用户推荐算法,个性化推送类,贵州康思田科技发展有限公司,宝宝云(APP),应用于个性化推送场景，根据用户的购买历史和浏览行为及偏好，推送个性化的商品、活动、宝宝生日礼品推荐；根据用户的观看历史和兴趣偏好，推送符合用户喜好的视频内容。,2024-10,algorithmic service,境内互联网信息服务算法备案清单（2024年10月）.docx
集致科技蓝领招聘个性化推送算法,个性化推送类,成都集致生活科技有限公司,吉工家(APP),应用于蓝领招聘个性化推送场景，根据用户的属性信息、行为信息，以及招工岗位信息库中的内容和属性，向蓝领人群提供个性化招工信息排序展示和推送服务。,2024-10,algorithmic service,境内互联网信息服务算法备案清单（2024年10月）.docx
天启黑马智能搜索大模型算法,信息检索类,天启黑马信息科技（北京）有限公司,HimmR&D(网站)、HimmPat(网站),应用于专利搜索场景，根据用户输入的搜索文本，输出专利信息和分析报告。,2024-10,algorithmic service,境内互联网信息服务算法备案清单（2024年10月）.docx
能迪调度决策算法,调度决策类,广州能迪云服务科技有限公司,能迪天罡(APP)、能迪天罡(网站)、能迪天罡(小程序),应用于运维指令分发场景，根据用户输入的文本数据，生成操作指令并分发执行，形成运维数据报告、状态指标等。,2024-10,algorithmic service,境内互联网信息服务算法备案清单（2024年10月）.docx
淘宝图搜算法,信息检索类,浙江淘宝网络有限公司,手机淘宝(APP),应用于图片检索场景，根据用户输入的图片，筛选出图片内容同款商品。,2024-10,algorithmic service,境内互联网信息服务算法备案清单（2024年10月）.docx
UE世界首页推荐算法,个性化推送类,青岛盛家星空调服务有限公司,UE世界(APP),应用于视频推荐场景，根据用户的兴趣和历史行为数据，为用户推荐个性化的视频列表。,2024-8,algorithmic service,境内互联网信息服务算法备案清单（2024年8月）.docx
锅圈榜单排序算法,排序精选类,锅圈食品(上海)股份有限公司,锅圈食汇支付宝(小程序)、锅圈商城微信(小程序)、锅圈(APP),应用于商品榜单排序场景，根据各省份火锅、烧烤类商品销量数据，输出热销商品排行榜单。,2024-8,algorithmic service,境内互联网信息服务算法备案清单（2024年8月）.docx
西藏佳斯特信息技术有限公司网约车分单算法,调度决策类,西藏佳斯特信息技术有限公司,牦牛约车司机端(APP),应用于网约车派单场景，根据距离、司机服务评分等因素，生成订单和司机的匹配结果。,2024-8,algorithmic service,境内互联网信息服务算法备案清单（2024年8月）.docx
锅圈商品推荐算法,个性化推送类,锅圈食品(上海)股份有限公司,锅圈食汇支付宝(小程序)、锅圈商城微信(小程序)、锅圈(APP),应用于商品推荐场景，结合用户历史购买数据与行为数据，向用户推荐展示可能感兴趣的商品。,2024-8,algorithmic service,境内互联网信息服务算法备案清单（2024年8月）.docx
釜固科技个人信息助手个性化推送算法,个性化推送类,釜固科技（深圳）有限公司,釜固科技(公众账号),应用于内容推荐场景，根据用户的个人偏好和订阅信息，为用户筛选出感兴趣的内容。,2024-8,algorithmic service,境内互联网信息服务算法备案清单（2024年8月）.docx
讯飞医疗智医助理医学知识检索算法,信息检索类,讯飞医疗科技股份有限公司,智医助理辅助诊疗系统(APP),应用于信息检索场景，根据用户输入的文本，从医学知识库中检索出最相关的数据结果。,2024-8,algorithmic service,境内互联网信息服务算法备案清单（2024年8月）.docx
他趣个性化推荐算法,个性化推送类,厦门她趣信息技术有限公司,他趣(APP),应用于物品推荐场景，根据用户的行为、偏好和互动历史，为用户推荐感兴趣的物品。,2024-8,algorithmic service,境内互联网信息服务算法备案清单（2024年8月）.docx
智慧企服政策智能推荐算法,个性化推送类,菁菱谷（深圳）技术有限公司,智慧企业服务平台(小程序)、菁菱谷(小程序)、智慧企服(网站),应用于内容推荐场景，根据企业画像和政策特性，为企业推荐匹配需求的政府政策、补贴、税收优惠、项目申报等信息。,2024-8,algorithmic service,境内互联网信息服务算法备案清单（2024年8月）.docx
中储智运精准推荐算法,个性化推送类,中储智运科技股份有限公司,中储智运货主(APP)、中储智运(APP),应用于个性化推荐服务，根据用户的偏好和历史行为，为用户提供最相关的货物、订单、运输服务和承运商等内容。,2024-8,algorithmic service,境内互联网信息服务算法备案清单（2024年8月）.docx
多剧视频猜你喜欢个性化推送类算法,个性化推送类,重庆剧迷网络科技有限公司,多剧视频(APP),应用于视频推荐场景，根据用户观看历史内容，为用户推荐可能感兴趣的剧集内容。,2024-8,algorithmic service,境内互联网信息服务算法备案清单（2024年8月）.docx
彼岸心智情绪识别模型算法,调度决策类,深圳市彼岸心智科技有限公司,彼岸心智情绪识别模型服务(其他),应用于情绪识别场景，根据心率间隙数据，对个体的情绪、压力、精力、专注力、抑郁水平以及当前的情绪状态进行定量和定性判断。,2024-8,algorithmic service,境内互联网信息服务算法备案清单（2024年8月）.docx
医院医生信息的推荐展示算法,排序精选类,福建健康之路信息技术有限公司,健康之路(APP),应用于挂号医生排序展示场景，根据用户的地理位置、挂号科室，向患者展示挂号量靠前、符合疾病诉求的医生信息。,2024-8,algorithmic service,境内互联网信息服务算法备案清单（2024年8月）.docx
易车个性化推荐算法,个性化推送类,北京易车互动广告有限公司,易车(小程序)、易车汽车报价(APP)、易车(APP),应用于个性化内容推荐服务，根据用户的浏览、点击、时长、互动等行为，从候选集中筛选用户可能感兴趣的内容。,2024-8,algorithmic service,境内互联网信息服务算法备案清单（2024年8月）.docx
易车资讯内容搜索算法,信息检索类,北京易车互动广告有限公司,易车(小程序)、易车汽车报价(APP)、易车(APP),应用于信息检索场景，根据用户输入的检索词，筛选出符合用户预期的内容。,2024-8,algorithmic service,境内互联网信息服务算法备案清单（2024年8月）.docx
保险产品个性化推荐算法,个性化推送类,元保科创（北京）科技有限公司,元保优选(小程序)、元保自营H5页面(网站)、元保优选自营H5页面(网站)、元保(小程序),应用于保险产品推荐场景，根据用户历史行为数据和用户画像，为用户推荐可能感兴趣的保险产品。,2024-8,algorithmic service,境内互联网信息服务算法备案清单（2024年8月）.docx
日迎科技短视频推荐算法,个性化推送类,北京日迎科技有限公司,锦鲤跃吉祥(小程序)、锦鲤跃寿(小程序)、打开迎好运(小程序)、锦鲤跃福年(小程序)、祝福幸福满(小程序)、乐享生活窝(小程序)、天天欢笑坊(小程序)、日迎鸿运(小程序)、福星赐福(小程序)、福气盈门(小程序)、好运如诗(小程序)、转好运来福气(小程序)、好运来福(小程序)、吉祥如意福连绵(小程序)、福泽满人间(小程序)、生活好瞬间(小程序)、舒心欢乐圈(小程序)、锦鲤送禧(小程序)、锦鲤送吉(小程序)、天天快乐行(小程序)、锦鲤送福满(小程序)、锦鲤跃瑞(小程序)、娱乐温馨窝(小程序)、福气满满送(小程序)、乐享天下行(小程序)、鸿运降临门(小程序),应用于视频推荐场景，根据用户历史观看记录、互动行为以及视频内容特征，向用户推送可能感兴趣的短视频。,2024-8,algorithmic service,境内互联网信息服务算法备案清单（2024年8月）.docx
关爱通商城商品信息推送算法,个性化推送类,中智关爱通（上海）科技股份有限公司,给到关爱商城(网站),应用于商品推荐场景，根据用户基本信息、浏览和历史消费行为数据，向用户推送可能感兴趣的商品。,2024-8,algorithmic service,境内互联网信息服务算法备案清单（2024年8月）.docx
森空岛个性化推荐算法,个性化推送类,上海鹰角探索者网络科技有限公司,森空岛(网站)、森空岛(APP),应用于个性化内容推荐服务，根据用户特征和推荐内容特征，向用户推荐户可能感兴趣的内容。,2024-8,algorithmic service,境内互联网信息服务算法备案清单（2024年8月）.docx
润桐专利个性化推送算法,个性化推送类,江苏润桐数据服务有限公司,润桐RainPat专利检索(网站),应用于个性化专利推荐服务，根据用户的搜索历史、浏览记录、兴趣偏好等信息，为用户推荐与其兴趣相关的专利信息。,2024-8,algorithmic service,境内互联网信息服务算法备案清单（2024年8月）.docx
拼便宜智能搜索大模型算法,信息检索类,杭州拼便宜网络科技有限公司,拼便宜(APP),应用于商品检索场景，通过用户提供的文本内容，筛选出符合用户预期的商品内容。,2024-8,algorithmic service,境内互联网信息服务算法备案清单（2024年8月）.docx
果胜内容安全过滤算法,内容过滤类,佛山果胜铁肩科技有限公司,果胜铁肩问政(小程序)、果胜铁肩问政(APP)、果胜铁肩问政(公众账号)、果胜问政(网站)、果胜问政搜索(小程序)、铁肩问政(小程序),应用于内容过滤场景，根据用户输入的文本、图片、音频、视频等信息，进行内容安全风险识别，发现和处置违法、违规及侵权信息。,2024-8,algorithmic service,境内互联网信息服务算法备案清单（2024年8月）.docx
赶集直招信息检索类算法,信息检索类,北京五八赶集优才信息技术有限公司,赶集直招(APP),应用于信息检索场景，根据用户输入的检索词，筛选出符合用户需求的招聘职位和招聘企业。,2024-8,algorithmic service,境内互联网信息服务算法备案清单（2024年8月）.docx
赶集直招个性化推荐类算法,个性化推送类,北京五八赶集优才信息技术有限公司,赶集直招(APP),应用于个性化职位推荐服务，根据推荐对象（物料）数据、用户基本属性数据、用户行为数据等信息，向用户推荐符合其需求和兴趣的职位。,2024-8,algorithmic service,境内互联网信息服务算法备案清单（2024年8月）.docx
香侬慧语信息检索算法,信息检索类,浙江香侬慧语科技有限责任公司,藏经阁(网站),应用于信息检索场景，根据用户输入的搜索关键词，检索出匹配用户搜索需求的结果内容。,2024-8,algorithmic service,境内互联网信息服务算法备案清单（2024年8月）.docx
东方甄选商品榜单算法,排序精选类,北京新东方迅程网络科技有限公司,东方甄选(APP),应用于商品榜单，根据平台商品的销售数据、用户行为、商品质量等数据，形成商品热销榜单。,2024-8,algorithmic service,境内互联网信息服务算法备案清单（2024年8月）.docx
阳光出行网约车智能调价算法,调度决策类,北京假日阳光环球旅行社有限公司,阳光出行(小程序)、阳光出行(APP)、阳光车主(小程序)、阳光车主(APP),用于网约车智能调价场景，根据车型、出行时间、里程等订单基础数据，通过供需关系输出当前订单价格的动调系数。,2024-8,algorithmic service,境内互联网信息服务算法备案清单（2024年8月）.docx
小猿题目批改检索过滤算法,信息检索类,广州九举科技有限公司,小猿搜题(APP)、小猿口算(APP),应用于信息检索场景，根据用户输入的习题图片，提取题目的文本信息，与题库数据库进行检索匹配。,2024-8,algorithmic service,境内互联网信息服务算法备案清单（2024年8月）.docx
淘宝排序精选算法,排序精选类,浙江淘宝网络有限公司,手机淘宝(APP),应用于榜单排序场景，根据用户对热点词的搜索规模、点击率和互动率等，对商品信息进行排序。,2024-8,algorithmic service,境内互联网信息服务算法备案清单（2024年8月）.docx
收钱吧B端广告推荐算法,个性化推送类,上海收钱吧互联网科技股份有限公司,收钱吧(APP),应用于广告推送场景，根据商户的交易记录、消费能力、用户行为等数据，为商户推送其可能感兴趣的生意周转、积分活动、游戏等广告。,2024-8,algorithmic service,境内互联网信息服务算法备案清单（2024年8月）.docx
大智慧排序精选算法,排序精选类,上海大智慧信息科技有限公司,大智慧(APP),应用于榜单排序场景，根据用户行为数据，为用户提供个性化的热门榜单信息。,2024-8,algorithmic service,境内互联网信息服务算法备案清单（2024年8月）.docx
厦门财跃个性化内容推送算法,个性化推送类,厦门财跃科技有限公司,GPT浏览器(APP),应用于个性化内容推荐服务，根据用户的访问内容和行为，为用户推荐感兴趣的图文内容。,2024-8,algorithmic service,境内互联网信息服务算法备案清单（2024年8月）.docx
深圳国信数据多边商机信息检索算法,信息检索类,深圳国信数据服务有限公司,商恋(APP),应用于信息检索场景，根据用户输入的文本，生成相应的搜索关键词，在企业工商数据中检索出匹配度较高的企业信息。,2024-8,algorithmic service,境内互联网信息服务算法备案清单（2024年8月）.docx
云上守望意图分类调度及内容检索优化算法,信息检索类,贵州云上守望科技有限公司,云上守望城市级多行业AI算力及数据服务平台(其他)、邻里守望(小程序),应用于信息检索场景，根据用户输入的诉求、需求或者任务等，检索最合适的服务内容答复给用户。,2024-8,algorithmic service,境内互联网信息服务算法备案清单（2024年8月）.docx
道奇乐网约车分单算法,调度决策类,四川道奇乐科技有限公司,飞马出行司机端(APP)、飞马出行(小程序)、飞马出行(APP),应用于网约车派单场景，根据GPS定位、乘客订单信息及司机数据信息等，实现最优的司机与乘客匹配结果。,2024-8,algorithmic service,境内互联网信息服务算法备案清单（2024年8月）.docx
讯飞医疗诊疗助理医学知识检索算法,信息检索类,讯飞医疗科技股份有限公司,诊疗助理临床辅助决策系统(APP),应用于医学知识检索场景，基于用户输入内容，提供医学知识库的检索结果。,2024-8,algorithmic service,境内互联网信息服务算法备案清单（2024年8月）.docx
三维家个性化推荐算法,个性化推送类,广东三维家信息科技有限公司,素材广场(网站),应用于个性化内容推荐服务，根据用户在使用产品时的行为信息，从信息候选池中筛选出用户可能感兴趣的内容进行推送。,2024-8,algorithmic service,境内互联网信息服务算法备案清单（2024年8月）.docx
小对象个性化推送算法,个性化推送类,深圳市乐唯科技开发有限公司,小对象(APP),应用于内容推荐场景，根据用户的性别、年龄、星座、所在地、交友宣言、心仪对象、个性标签，以及用户操作偏好等数据，向用户推荐可能喜欢的其他异性用户。,2024-8,algorithmic service,境内互联网信息服务算法备案清单（2024年8月）.docx
震坤行官网商品个性化推荐算法,个性化推送类,震坤行工业超市（上海）有限公司,震坤行官网(网站),应用于个性化商品推荐服务，根据用户历史行为数据，推荐给用户与其浏览或购买历史相似的商品。,2024-8,algorithmic service,境内互联网信息服务算法备案清单（2024年8月）.docx
工业卸船机多模态联合训练算法,调度决策类,杭州坤时自动化系统有限公司,工业卸船机多模态联合训练算法(其他),应用于货物运输领域，根据货物的性质、重量、体积和紧急程度、运输距离等因素，为货物转运过程寻找最优路径。,2024-8,algorithmic service,境内互联网信息服务算法备案清单（2024年8月）.docx
智子引擎搜帧videoS算法,信息检索类,南京智子引擎信息科技有限公司,智子·搜帧(网站),应用于视频检索场景，根据用户输入的文本内容，筛选出符合用户需求的视频。,2024-8,algorithmic service,境内互联网信息服务算法备案清单（2024年8月）.docx
Keep传媒信息推荐算法,个性化推送类,北京卡路里科技有限公司,Keep(APP),应用于个性化内容推荐服务，根据用户的历史行为和候选集内容特征，向用户推荐可能感兴趣的内容。,2024-8,algorithmic service,境内互联网信息服务算法备案清单（2024年8月）.docx
老板云千人千面个性化推荐算法,个性化推送类,天九共享网络科技集团有限公司,老板云(APP),应用于内容推荐场景，根据用户的兴趣和行为，推荐符合需求的内容链接。,2024-8,algorithmic service,境内互联网信息服务算法备案清单（2024年8月）.docx
上海钢联大宗商品价格智能预测算法,调度决策类,上海钢联电子商务股份有限公司,上海钢联EBC平台(其他),应用于价格预测场景，根据每天更新的上海钢联独有的大宗商品价格相关数据，为用户预测大宗商品价格。,2024-8,algorithmic service,境内互联网信息服务算法备案清单（2024年8月）.docx
扫描全能王AI算法,服务提供者,上海临冠数据科技有限公司,扫描全能王(APP),应用于文本生成场景，根据用户输入的图像或者文档，生成文档内容语义识别后相关问题的解答文本。,2024-2,generative ai,境内深度合成服务算法备案清单（2024年2月）.docx
元象AI虚拟试衣算法,服务提供者,深圳元象信息科技有限公司,XSellerShow(网站),应用于图像生成场景，根据用户上传的衣服平铺图，生成模特试穿效果图，实现虚拟试穿功能。,2024-2,generative ai,境内深度合成服务算法备案清单（2024年2月）.docx
Hobby智能创作生成算法,服务提供者,上海微烽科技有限公司,Hobby(APP),应用于视频编辑场景，根据用户输入的文本或视频链接，实现视频分割、视频字幕擦除、视频内容概况等功能。,2024-2,generative ai,境内深度合成服务算法备案清单（2024年2月）.docx
极简智能生成合成算法,服务提供者,定州市轻云网络科技工作室,极简智能王(网站),应用于对话生成场景，根据用户输入的文本数据，结合上下文信息，实现文本写作、问答生成功能。,2024-2,generative ai,境内深度合成服务算法备案清单（2024年2月）.docx
vivoAI绘画算法,服务提供者,维沃移动通信有限公司,vivo Flip机型外屏应用：灵感空间(APP),应用于图像生成场景，根据用户输入文本，基于文生图跨模态图像生成技术，生成符合用户文字描述的图像。,2024-2,generative ai,境内深度合成服务算法备案清单（2024年2月）.docx
TCL智能问答内容生成算法,服务提供者,深圳TCL新技术有限公司,TCL+ (APP),应用于对话生成场景，根据用户输入的文本内容，提取相关产品特征信息，生成产品说明和功能使用指导文本内容。,2024-2,generative ai,境内深度合成服务算法备案清单（2024年2月）.docx
网易元气生成合成算法,服务提供者,杭州网易元气科技有限公司,网易LOFTER(APP),应用于对话生成场景，根据用户输入的文本信息与角色人设信息，生成符合用户需求的文本回复。,2024-2,generative ai,境内深度合成服务算法备案清单（2024年2月）.docx
红棉小冰文本生成算法,服务技术支持者,北京红棉小冰科技有限公司,--,应用于文本生成场景，服务于企业端客户，根据用户输入的文本提取用户意图，查询知识库或规则库，提供文本生成、问答对话生成、文本摘要生成、评论生成、诗歌生成等功能。,2024-2,generative ai,境内深度合成服务算法备案清单（2024年2月）.docx
vivo蓝心大模型算法,服务提供者,维沃移动通信有限公司,小v助手(APP)、千询(APP),应用于智能对话场景，根据用户输入的文本指令，识别用户意图，输出相应文本内容，为用户提供文本生成、信息抽取、文本改写、阅读理解、文本摘要、翻译、写作能力、代码编写等功能。,2024-2,generative ai,境内深度合成服务算法备案清单（2024年2月）.docx
什么值得买文本生成算法,服务提供者,北京值得买科技股份有限公司,什么值得买(APP),应用于文本生成场景，根据用户输入的文本和商品信息，输出推荐商品和购买建议。,2024-2,generative ai,境内深度合成服务算法备案清单（2024年2月）.docx
好未来神秀智能虚拟人视频生成应用算法,服务提供者,好未来学而思教育科技（北京）有限公司,神秀虚拟人(网站),应用于虚拟人视频生成场景，基于用户提供的图像、音频、视频等信息，为用户提供个性化定制的 3D虚拟人，生成具有嘴唇同步效果的口播短视频。,2024-2,generative ai,境内深度合成服务算法备案清单（2024年2月）.docx
唯品会虚拟试衣算法,服务提供者,广州唯品会电子商务有限公司,唯品会(APP),应用于图像合成场景，根据用户输入的图像或模特二维数据，结合用户选择的服装图像，生成二维模特着装效果图，提供用户在线上实时选装、换装和查看试衣效果的功能。,2024-2,generative ai,境内深度合成服务算法备案清单（2024年2月）.docx
AiUU文本生成算法,服务提供者,成都管家婆云科技有限公司,AiUU聊天机器人软件(网站)、AiUU聊天机器人软件(APP),应用于文本生成场景，根据用户输入的文本数据，结合上下文，输出文本回复，实现文本生成、摘要、翻译、问答等功能。,2024-2,generative ai,境内深度合成服务算法备案清单（2024年2月）.docx
同花顺HithinkGPT大模型算法,服务提供者,浙江同花顺网络科技有限公司,同花顺i问财(APP)、快查(APP)、同花顺期货通(APP)、同花顺问财(网站)、同花顺期货通PC版(APP)、同花顺股票开户(APP)、同花顺iFinD(APP)、快查应用(小程序)、同花顺证券宝(APP)、法智(网站)、i问财至尊版(APP)、法智(APP)、接听宝电话助理(APP)、同花顺模拟炒股(APP),应用于文本生成场景，根据用户输入的文本信息，生成符合用户需求的文本内容。,2024-2,generative ai,境内深度合成服务算法备案清单（2024年2月）.docx
合同解读生成算法,服务提供者,杭州尚尚签网络科技有限公司,上上签电子签约云平台智能签约助手Hubble（哈勃）(网站),应用于对话生成场景，根据用户上传的合同文档和输入的提问文本，输出对应的合同文本回复。,2024-2,generative ai,境内深度合成服务算法备案清单（2024年2月）.docx
幻颜AI视频合成算法,服务提供者,上海易互网络科技有限公司,幻颜(APP),应用于人脸融合视频生成场景，根据用户上传的照片，结合预设视频模板，生成用户外貌特征与指定模板融合的视频。,2024-2,generative ai,境内深度合成服务算法备案清单（2024年2月）.docx
量子探险-长文合成算法,服务提供者,南京海豚元沣大数据科技有限公司,量子探险(APP),应用于文本生成场景，根据用户输入的文章主题，生成符合主题的长文本内容，实现小说创作、教材编写、论文撰写、商业分析报告或市场调查报告等长文本生成功能。,2024-2,generative ai,境内深度合成服务算法备案清单（2024年2月）.docx
星环无涯金融大模型算法,服务技术支持者,星环信息科技（上海）股份有限公司,--,应用于对话生成场景，服务于企业端客户，根据用户输入的文本内容，输出金融领域相关文本回复，实现财报资讯分析、金融政策法律分析等功能。,2024-2,generative ai,境内深度合成服务算法备案清单（2024年2月）.docx
iGen用户图像生成算法,服务提供者,二木教育科技（深圳）有限公司,iGen(APP),应用于图像生成场景，根据用户输入的图像或文本描述，生成与用户选择的风格和应用场景相对应的图像。,2024-2,generative ai,境内深度合成服务算法备案清单（2024年2月）.docx
扫描全能王文字识别算法,服务提供者,上海临冠数据科技有限公司,扫描全能王(APP),应用于文本生成场景，根据用户扫描上传的文档图像，提取图像中的文本内容，输出txt/word/excel等格式文档。,2024-2,generative ai,境内深度合成服务算法备案清单（2024年2月）.docx
名片全能王文字识别算法,服务提供者,上海合合信息科技股份有限公司,名片全能王(APP),应用于文本生成场景，根据用户拍摄上传的名片图像，提取图像中的文本信息，并以电子文档的形式转存到手机上。,2024-2,generative ai,境内深度合成服务算法备案清单（2024年2月）.docx
片羽图像生成算法,服务提供者,北京奇点星宇科技有限公司,哩布哩布AI网站(网站)、哩布哩布AI设计工具(网站),应用于图像生成场景，根据用户输入的图像或文本描述，生成与输入语义信息一致的图像。,2024-2,generative ai,境内深度合成服务算法备案清单（2024年2月）.docx
Lensung-LM文本生成算法,服务技术支持者,杭州邻商网络科技股份有限公司,--,应用于文本生成场景，服务于企业端客户，根据调用方输入的文本和用户的业务选择，自动生成符合用户需求的文本内容。,2024-2,generative ai,境内深度合成服务算法备案清单（2024年2月）.docx
月光语言模型合成算法,服务提供者,杭州城里月光科技有限公司,月光懂你(APP),应用于文本生成场景，根据用户输入的短视频主题、类型和文本描述，生成短视频脚本。,2024-2,generative ai,境内深度合成服务算法备案清单（2024年2月）.docx
月光图片合成算法,服务提供者,杭州城里月光科技有限公司,月光懂你(APP),应用于图像生成场景，根据用户输入的文本描述，生成与用户意愿相近的图像。,2024-2,generative ai,境内深度合成服务算法备案清单（2024年2月）.docx
月光音频合成算法,服务提供者,杭州城里月光科技有限公司,月光懂你(APP),应用于音频生成场景，根据用户音乐或音效的文本描述内容，生成相应的音乐或声音，为短视频制作过程提供音乐或音效素材。,2024-2,generative ai,境内深度合成服务算法备案清单（2024年2月）.docx
摩尔线程多摩态大模型算法,服务技术支持者,北京摩笔生成科技有限公司,--,应用于对话生成场景，服务于企业端客户，根据用户输入的文本描述或图像，生成文本回复，提供文案写作、内容创作、报告生成、翻译等功能。,2024-2,generative ai,境内深度合成服务算法备案清单（2024年2月）.docx
摩尔线程图像生成算法,服务技术支持者,北京摩笔生成科技有限公司,--,应用于图像生成场景，服务于企业端客户，根据用户输入的文本或图像，生成相应的图像，提供图像生成、图像编辑、风格转换等功能。,2024-2,generative ai,境内深度合成服务算法备案清单（2024年2月）.docx
39健康医疗内容生成算法,服务提供者,贵阳朗玛信息技术股份有限公司,39AI全科医生(小程序)、39AI全科医生(APP)、39AI全科医生(网站),应用于对话生成场景，根据用户输入的问题文本，生成医学相关文本答案，为用户提供医学咨询、疾病解释、治疗建议等信息。,2024-2,generative ai,境内深度合成服务算法备案清单（2024年2月）.docx
顺网灵悉文本生成算法,服务提供者,杭州顺网科技股份有限公司,顺网灵悉SAGA客户端(APP),应用于文本生成场景，根据用户输入的文本信息，结合虚拟人人设信息，生成符合用户要求且符合虚拟人人设的文本回答。,2024-2,generative ai,境内深度合成服务算法备案清单（2024年2月）.docx
摩笔马良图像生成算法,服务提供者,北京摩笔生成科技有限公司,摩笔马良(小程序)、摩笔马良(网站),应用于图像生成场景，根据用户输入的文本或图像，生成相应的图像，提供图像生成、图像编辑、风格转换等功能。,2024-2,generative ai,境内深度合成服务算法备案清单（2024年2月）.docx
AI恋人文本信息合成算法,服务提供者,深圳市果酱时代科技有限公司,AI恋人(APP),应用于对话生成场景，根据用户输入的文本指令，结合用户历史对话数据，生成符合用户指令要求的文本回复。,2024-2,generative ai,境内深度合成服务算法备案清单（2024年2月）.docx
原子回声原子大模型算法,服务提供者,北京原子回声智能科技有限公司,原子回声(网站)、原子派(网站),应用于对话生成场景，根据用户输入的文本，生成文本答案，提供文本生成、文本对话、知识问答等功能。,2024-2,generative ai,境内深度合成服务算法备案清单（2024年2月）.docx
图普AI图像生成合成算法,服务提供者,图普科技（广州）有限公司,图普口播数字人(小程序)、悦目相机(小程序)、漫转推文(小程序),应用于图像、视频生成场景，根据用户输入的文本或图像，生成匹配输入文本或具有输入图像生物特征的图像或视频。,2024-2,generative ai,境内深度合成服务算法备案清单（2024年2月）.docx
美图数字人驱动算法2,服务技术支持者,厦门鸿天创视科技有限公司,--,应用于数字人视频生成场景，服务于企业端客户，根据输入的文本及人像图像或视频，生成数字人形象的视频。,2024-2,generative ai,境内深度合成服务算法备案清单（2024年2月）.docx
快音音色提取和歌声合成算法,服务提供者,成都开心音符科技有限公司,快音AI写歌(小程序)、快音(APP),应用于音频生成场景，根据用户录音数据，提取用户音色特征，生成与用户音色一致的歌声，制作歌曲。,2024-2,generative ai,境内深度合成服务算法备案清单（2024年2月）.docx
京东文生图模型算法,服务技术支持者,京东科技信息技术有限公司,--,应用于文生图场景，服务于企业端客户，根据用户输入的文本、图像，生成符合用户需求的图像。,2024-2,generative ai,境内深度合成服务算法备案清单（2024年2月）.docx
万兴虚拟播报生成算法,服务提供者,万兴科技（湖南）有限公司,万兴播爆(APP)、万兴播爆(网站),应用于虚拟数字人场景，根据用户输入的音频内容，生成符合用户需求的数字人视频。,2024-2,generative ai,境内深度合成服务算法备案清单（2024年2月）.docx
快音歌曲生成算法,服务提供者,成都开心音符科技有限公司,快音AI写歌(小程序)、快音(APP),应用于音频生成场景，根据用户输入的歌曲主题、关键词等文本信息，生成歌曲旋律、伴奏和歌词，用于制作歌曲。,2024-2,generative ai,境内深度合成服务算法备案清单（2024年2月）.docx
倩言对话生成算法,服务提供者,上海倩言网络科技有限公司,西语助手(APP)、欧路词典(APP)、德语助手(APP)、法语助手(APP),应用于智能对话场景，在用户选定的对话场景，根据用户输入的文本内容，生成符合用户需求的回答。,2024-2,generative ai,境内深度合成服务算法备案清单（2024年2月）.docx
欧路机器翻译生成算法,服务提供者,上海倩言网络科技有限公司,欧路词典(网站)、德语助手(网站)、西语助手(网站)、法语助手(网站),应用于机器翻译场景，根据用户输入的待翻译文本，生成指定目标语种（中文、英语、德语、法语、西班牙语）的翻译内容。,2024-2,generative ai,境内深度合成服务算法备案清单（2024年2月）.docx
倩言文本生成算法,服务提供者,上海倩言网络科技有限公司,西语助手(APP)、欧路词典(APP)、德语助手(APP)、法语助手(APP),应用于文本生成场景，对用户输入的文本进行改写，在保持与原文本语义一致的情况下，进行同语种（英语、德语、法语、西班牙语）单词替换及句子结构修改。,2024-2,generative ai,境内深度合成服务算法备案清单（2024年2月）.docx
倩言助记短文生成算法,服务提供者,上海倩言网络科技有限公司,西语助手(APP)、欧路词典(APP)、德语助手(APP)、法语助手(APP),应用于文本生成场景，根据输入的单词，生成包含单词的对应语种（英语、德语、法语、西班牙语）的故事。,2024-2,generative ai,境内深度合成服务算法备案清单（2024年2月）.docx
格子互动大饼语音合成类算法,服务技术支持者,上海格子互动信息技术有限公司,--,应用于音频生成场景，服务于企业端客户，基于用户输入的音频数据，生成具有指定音色特征的音频。,2024-2,generative ai,境内深度合成服务算法备案清单（2024年2月）.docx
博看大型语言模型问答算法,服务提供者,武汉鼎森电子科技有限公司,博看LLM智能参考咨询应用(网站),应用于智能对话场景，根据用户输入的文本信息，生成符合用户需求的文本回复。,2024-2,generative ai,境内深度合成服务算法备案清单（2024年2月）.docx
同程旅行程心深度合成算法,服务提供者,同程网络科技股份有限公司,同程旅行(APP),应用于智能对话场景，根据用户输入的文本信息，生成符合用户需求的文本回复。,2024-2,generative ai,境内深度合成服务算法备案清单（2024年2月）.docx
